,Y,X
0,26604.23650257174,14533.763367775413
1,16401.262568569215,9192.17030420777
2,4626.822034256767,3597.4599067391773
3,20850.32622497085,11664.611762934423
4,25914.105403208734,14271.548112585986
5,36049.954731378115,21089.807548532994
6,16684.442605242635,9520.834420649462
7,7160.706126862753,4638.263413318001
8,19601.199790298826,11125.666188370087
9,32880.06336463639,19030.81038688904
10,20271.96628168434,10734.930757758155
11,24037.43415327675,13961.130235652457
12,6678.746455738245,4102.065753336285
13,8569.535945456213,5998.538598245406
14,13341.727908692505,7842.183020905908
15,7180.086910955539,5244.160103983681
16,11582.433277472453,6046.625197391473
17,6729.189839588729,4084.852355091083
18,34811.96715834788,19926.506857531895
19,24069.26239105229,13979.037050777039
20,34147.08579992151,20868.517170108662
21,28830.917861167083,16503.466757438477
22,22549.721852582814,12877.651544633602
23,13463.718904445826,8118.700731230891
24,18790.240946020072,11545.335177823934
25,10303.21219903985,6465.531439593106
26,22672.760187888525,12415.611100972998
27,24744.316524881575,13752.728284804503
28,29267.37703868055,18510.320939976067
29,8421.815653251626,5612.728853772173
30,22838.867919530483,12563.005694857948
31,29069.039318016283,17222.326917210004
32,29265.788959677222,17115.58062746081
33,6467.799431356745,3994.391547460343
34,11940.786023338725,6647.31716678404
35,23731.188195706916,12638.501776733317
36,31352.56551595518,17845.21710934464
37,8389.51800914976,5598.764157421023
38,32179.59647041098,19505.68229732843
39,30235.794722275892,17199.641048205565
40,26032.885392425258,14179.783033915677
41,7715.341455507828,5315.185224059711
42,19387.802001001226,12274.436441619811
43,18002.60021073058,8861.360704456525
44,8507.017875789492,5010.654520845768
45,15411.840137537067,9552.209647378106
46,564.5466918189433,177.33504878008588
47,32629.51531177539,18814.236690420792
48,6586.369782876035,4709.373700154005
49,26316.787722454475,14862.612480334483
50,27784.63029015713,17458.14621699292
51,12719.069610739818,6742.390177511467
52,32208.402599299112,19365.832651378045
53,23822.630904170364,13168.486531490355
54,16658.33008708878,10194.231780630855
55,29029.15776979423,16850.267859571744
56,27285.43208615579,16208.206917387502
57,22075.02831779931,11353.070667956548
58,32232.45670942485,20634.763339394565
59,33011.804865875,19054.159705654263
60,4394.35860805048,2667.6350886171713
61,11399.328454840557,7264.516951536321
62,4842.179450953984,2932.5174681962
63,32248.466099863275,17918.032733660348
64,10947.953036706274,7151.059024311036
65,34318.728985644026,19784.09586348283
66,18253.45926495528,11383.70603003942
67,12348.112544529053,9599.858356772571
68,27767.15537652355,17185.932981553604
69,27087.383012521448,15972.279061299707
70,17497.562356822273,8987.077014975868
71,26413.00123359637,14689.498599639799
72,2855.585755369837,2490.308460561871
73,16836.50904940165,10322.001418560189
74,7162.734019763051,4335.220172877919
75,12670.894253152757,7469.460698189429
76,24704.64508001108,13411.0322457518
77,19002.043142415914,9596.559430859872
78,3864.581503024768,2043.334123135373
79,1464.2352018674342,820.9923511518291
80,18994.36490741478,10899.879055136624
81,4097.717541745645,2560.7989786960957
82,22969.26985080589,12316.318296820456
83,14897.983624633132,8163.124462278483
84,11768.50987786333,5805.359653167445
85,5364.703940770281,4000.592519089704
86,11817.644450931542,8023.386097927942
87,32837.25451246663,20039.82899180934
88,34092.454173842394,21116.33098271301
89,1193.2943808814637,524.6057026507709
90,16572.538710645676,9830.265166896801
91,24181.69882756062,14127.407883300706
92,22806.537129930366,12713.89053872157
93,32841.18856637516,20230.19738357056
94,6964.80579971129,4096.2978470187145
95,13808.352904058955,8363.202467674068
96,10469.148275448395,6106.177282266651
97,27477.385981470605,17496.251688374654
98,6647.017302540745,3971.0505548896494
99,3468.165290222324,1813.7636510188102
100,9848.002831045671,6563.497711567756
101,8598.869569741833,5878.065707145742
102,20895.299976675196,12712.34982645328
103,6023.8169574814965,3509.0694455625694
104,7689.742214717604,4539.444476136768
105,7523.11165976201,5216.49119638866
106,3538.1125164993664,1836.1466558807083
107,18887.68048837892,10448.55273076269
108,21818.415563593975,13057.802119718552
109,9593.49520030706,6705.230079308339
